user_id,item_id,event_type,timestamp
user_15,item_25,purchase,2026-01-20 17:53:45.255515
user_33,item_3,purchase,2026-01-13 17:53:45.255521
user_1,item_34,purchase,2026-01-05 17:53:45.255528
user_93,item_48,purchase,2026-01-05 17:53:45.255534
user_26,item_24,click,2026-01-24 17:53:45.255540
user_86,item_22,purchase,2026-01-16 17:53:45.255546
user_85,item_8,purchase,2025-12-29 17:53:45.255552
user_39,item_33,click,2026-01-05 17:53:45.255558
user_53,item_21,click,2026-01-04 17:53:45.255564
user_38,item_36,view,2026-01-20 17:53:45.255570
user_54,item_43,click,2026-01-05 17:53:45.255576
user_96,item_12,purchase,2026-01-08 17:53:45.255582
user_39,item_26,purchase,2025-12-31 17:53:45.255588
user_1,item_20,click,2026-01-20 17:53:45.255595
user_56,item_38,purchase,2026-01-06 17:53:45.255601
user_42,item_30,click,2026-01-12 17:53:45.255607
user_87,item_14,purchase,2026-01-11 17:53:45.255613
user_95,item_11,purchase,2026-01-24 17:53:45.255619
user_37,item_33,purchase,2026-01-06 17:53:45.255626
user_80,item_22,view,2025-12-31 17:53:45.255632
user_97,item_16,purchase,2026-01-17 17:53:45.255638
user_29,item_13,view,2026-01-26 17:53:45.255644
user_6,item_16,click,2026-01-07 17:53:45.255650
user_99,item_5,click,2026-01-13 17:53:45.255656
user_81,item_37,view,2026-01-04 17:53:45.255662
user_90,item_25,click,2026-01-14 17:53:45.255668
user_32,item_10,purchase,2026-01-04 17:53:45.255674
user_1,item_49,view,2026-01-02 17:53:45.255680
user_55,item_15,view,2026-01-01 17:53:45.255686
user_90,item_34,click,2026-01-25 17:53:45.255693
user_72,item_16,view,2026-01-12 17:53:45.255699
user_18,item_30,purchase,2026-01-10 17:53:45.255705
user_72,item_39,click,2025-12-27 17:53:45.255711
user_97,item_29,purchase,2025-12-31 17:53:45.255717
user_93,item_33,click,2025-12-31 17:53:45.255723
user_71,item_29,view,2026-01-03 17:53:45.255729
user_61,item_29,click,2026-01-02 17:53:45.255736
user_32,item_41,click,2026-01-02 17:53:45.255742
user_100,item_34,click,2026-01-06 17:53:45.255748
user_31,item_18,click,2026-01-24 17:53:45.255754
user_92,item_19,view,2026-01-18 17:53:45.255760
user_43,item_21,purchase,2026-01-24 17:53:45.255766
user_18,item_10,view,2026-01-14 17:53:45.255772
user_89,item_10,purchase,2026-01-20 17:53:45.255778
user_9,item_27,click,2026-01-16 17:53:45.255784
user_70,item_30,click,2026-01-25 17:53:45.255790
user_27,item_27,click,2025-12-29 17:53:45.255796
user_99,item_38,purchase,2026-01-26 17:53:45.255802
user_98,item_37,click,2026-01-11 17:53:45.255808
user_1,item_23,click,2026-01-02 17:53:45.255814
user_50,item_27,purchase,2026-01-03 17:53:45.255820
user_95,item_35,purchase,2025-12-29 17:53:45.255826
user_29,item_32,view,2026-01-18 17:53:45.255833
user_56,item_32,view,2026-01-14 17:53:45.255839
user_44,item_43,purchase,2026-01-01 17:53:45.255845
user_52,item_47,view,2025-12-31 17:53:45.255851
user_60,item_9,purchase,2026-01-09 17:53:45.255857
user_4,item_26,purchase,2026-01-08 17:53:45.255865
user_85,item_2,view,2026-01-06 17:53:45.255871
user_55,item_9,click,2026-01-21 17:53:45.255877
user_7,item_17,click,2026-01-16 17:53:45.255883
user_28,item_30,click,2026-01-16 17:53:45.255889
user_98,item_25,click,2026-01-02 17:53:45.255896
user_54,item_17,view,2026-01-11 17:53:45.255902
user_3,item_48,purchase,2026-01-25 17:53:45.255908
user_45,item_15,purchase,2026-01-24 17:53:45.255914
user_100,item_42,view,2026-01-02 17:53:45.255920
user_4,item_16,view,2025-12-31 17:53:45.255926
user_3,item_40,view,2026-01-19 17:53:45.255932
user_17,item_31,purchase,2026-01-23 17:53:45.255938
user_73,item_14,click,2026-01-04 17:53:45.255944
user_33,item_50,click,2026-01-21 17:53:45.255950
user_78,item_39,purchase,2026-01-04 17:53:45.255956
user_15,item_50,view,2025-12-27 17:53:45.255963
user_40,item_7,purchase,2026-01-26 17:53:45.255969
user_40,item_37,purchase,2025-12-28 17:53:45.255975
user_49,item_26,purchase,2026-01-20 17:53:45.255982
user_10,item_38,purchase,2025-12-31 17:53:45.255988
user_81,item_16,view,2026-01-04 17:53:45.255994
user_99,item_20,purchase,2026-01-07 17:53:45.256000
user_16,item_37,view,2026-01-15 17:53:45.256006
user_69,item_28,purchase,2026-01-15 17:53:45.256012
user_9,item_33,purchase,2026-01-16 17:53:45.256018
user_2,item_27,click,2026-01-23 17:53:45.256025
user_56,item_24,purchase,2025-12-29 17:53:45.256031
user_59,item_46,view,2026-01-13 17:53:45.256037
user_23,item_47,purchase,2025-12-27 17:53:45.256043
user_84,item_18,purchase,2026-01-01 17:53:45.256049
user_69,item_50,click,2026-01-12 17:53:45.256055
user_56,item_47,purchase,2026-01-18 17:53:45.256061
user_42,item_16,view,2026-01-18 17:53:45.256067
user_58,item_16,click,2026-01-08 17:53:45.256073
user_79,item_43,click,2026-01-16 17:53:45.256079
user_4,item_32,click,2026-01-21 17:53:45.256085
user_63,item_14,click,2026-01-01 17:53:45.256091
user_34,item_22,click,2025-12-29 17:53:45.256098
user_77,item_45,click,2026-01-09 17:53:45.256104
user_2,item_34,view,2026-01-24 17:53:45.256110
user_31,item_47,click,2026-01-11 17:53:45.256116
user_72,item_49,view,2026-01-04 17:53:45.256123
user_61,item_42,purchase,2026-01-11 17:53:45.256131
user_58,item_2,view,2026-01-17 17:53:45.256137
user_29,item_26,purchase,2026-01-19 17:53:45.256143
user_40,item_43,purchase,2026-01-15 17:53:45.256150
user_61,item_36,purchase,2026-01-15 17:53:45.256156
user_55,item_48,purchase,2026-01-16 17:53:45.256162
user_46,item_45,click,2026-01-18 17:53:45.256168
user_40,item_17,view,2026-01-23 17:53:45.256174
user_93,item_13,click,2026-01-23 17:53:45.256180
user_96,item_35,purchase,2026-01-21 17:53:45.256187
user_25,item_14,purchase,2026-01-11 17:53:45.256193
user_36,item_47,purchase,2026-01-02 17:53:45.256199
user_68,item_39,click,2026-01-23 17:53:45.256205
user_25,item_19,view,2026-01-15 17:53:45.256213
user_23,item_20,view,2026-01-04 17:53:45.256220
user_69,item_9,click,2026-01-25 17:53:45.256227
user_7,item_36,click,2026-01-04 17:53:45.256234
user_17,item_41,click,2026-01-23 17:53:45.256241
user_2,item_37,click,2026-01-11 17:53:45.256247
user_62,item_29,click,2026-01-21 17:53:45.256253
user_7,item_17,click,2026-01-23 17:53:45.256260
user_9,item_26,click,2026-01-24 17:53:45.256266
user_74,item_41,purchase,2026-01-25 17:53:45.256273
user_20,item_10,purchase,2025-12-27 17:53:45.256279
user_39,item_6,view,2026-01-23 17:53:45.256285
user_72,item_49,click,2026-01-07 17:53:45.256292
user_77,item_40,view,2026-01-02 17:53:45.256298
user_67,item_25,click,2025-12-28 17:53:45.256304
user_57,item_20,purchase,2026-01-13 17:53:45.256310
user_40,item_37,purchase,2026-01-25 17:53:45.256316
user_79,item_48,view,2025-12-27 17:53:45.256323
user_98,item_14,purchase,2026-01-20 17:53:45.256329
user_34,item_43,view,2026-01-21 17:53:45.256335
user_31,item_12,purchase,2026-01-24 17:53:45.256341
user_21,item_1,click,2026-01-12 17:53:45.256348
user_89,item_39,click,2026-01-17 17:53:45.256354
user_5,item_15,click,2026-01-04 17:53:45.256360
user_37,item_45,click,2026-01-24 17:53:45.256367
user_88,item_15,click,2026-01-01 17:53:45.256373
user_81,item_38,purchase,2026-01-01 17:53:45.256379
user_26,item_28,view,2026-01-09 17:53:45.256385
user_29,item_42,view,2025-12-28 17:53:45.256392
user_35,item_10,view,2026-01-25 17:53:45.256398
user_22,item_20,purchase,2026-01-03 17:53:45.256404
user_73,item_19,click,2026-01-23 17:53:45.256411
user_60,item_45,click,2026-01-04 17:53:45.256417
user_52,item_18,purchase,2026-01-09 17:53:45.256423
user_64,item_29,view,2026-01-07 17:53:45.256429
user_6,item_28,purchase,2026-01-16 17:53:45.256436
user_78,item_17,view,2026-01-24 17:53:45.256442
user_30,item_44,purchase,2026-01-08 17:53:45.256448
user_3,item_49,purchase,2025-12-31 17:53:45.256454
user_35,item_37,view,2026-01-02 17:53:45.256460
user_97,item_12,click,2026-01-10 17:53:45.256467
user_84,item_29,click,2026-01-21 17:53:45.256473
user_75,item_28,purchase,2025-12-31 17:53:45.256479
user_63,item_6,click,2026-01-15 17:53:45.256485
user_53,item_22,click,2026-01-05 17:53:45.256491
user_14,item_11,click,2026-01-13 17:53:45.256498
user_89,item_32,click,2026-01-05 17:53:45.256504
user_52,item_49,purchase,2026-01-25 17:53:45.256510
user_59,item_6,click,2026-01-18 17:53:45.256516
user_42,item_8,click,2025-12-30 17:53:45.256524
user_66,item_1,purchase,2025-12-30 17:53:45.256530
user_70,item_30,click,2026-01-25 17:53:45.256536
user_25,item_34,click,2026-01-07 17:53:45.256542
user_97,item_32,purchase,2026-01-12 17:53:45.256548
user_98,item_4,view,2026-01-18 17:53:45.256554
user_71,item_9,click,2026-01-12 17:53:45.256561
user_90,item_32,view,2026-01-26 17:53:45.256567
user_81,item_39,view,2026-01-04 17:53:45.256573
user_21,item_20,purchase,2026-01-26 17:53:45.256579
user_71,item_27,view,2026-01-19 17:53:45.256587
user_15,item_30,view,2026-01-06 17:53:45.256594
user_20,item_32,purchase,2026-01-17 17:53:45.256601
user_66,item_46,click,2026-01-13 17:53:45.256607
user_62,item_31,view,2026-01-12 17:53:45.256613
user_71,item_10,click,2026-01-20 17:53:45.256619
user_77,item_33,purchase,2025-12-29 17:53:45.256625
user_18,item_5,click,2026-01-02 17:53:45.256632
user_54,item_22,purchase,2026-01-18 17:53:45.256639
user_1,item_19,purchase,2026-01-17 17:53:45.256645
user_76,item_38,purchase,2026-01-11 17:53:45.256651
user_20,item_29,purchase,2026-01-11 17:53:45.256657
user_45,item_22,purchase,2026-01-02 17:53:45.256664
user_70,item_25,click,2025-12-28 17:53:45.256671
user_42,item_13,purchase,2026-01-19 17:53:45.256677
user_74,item_25,view,2025-12-30 17:53:45.256683
user_100,item_27,view,2026-01-16 17:53:45.256689
user_96,item_31,purchase,2025-12-28 17:53:45.256695
user_49,item_25,purchase,2026-01-01 17:53:45.256701
user_84,item_10,click,2025-12-27 17:53:45.256707
user_5,item_9,purchase,2025-12-27 17:53:45.256713
user_76,item_22,view,2025-12-30 17:53:45.256719
user_57,item_7,purchase,2025-12-28 17:53:45.256725
user_59,item_1,purchase,2026-01-22 17:53:45.256731
user_53,item_42,view,2026-01-24 17:53:45.256737
user_61,item_17,click,2026-01-07 17:53:45.256743
user_89,item_26,purchase,2026-01-24 17:53:45.256749
user_43,item_44,purchase,2026-01-14 17:53:45.256755
user_41,item_41,purchase,2025-12-29 17:53:45.256761
user_98,item_32,purchase,2026-01-25 17:53:45.256767
user_80,item_5,view,2026-01-06 17:53:45.256773
user_88,item_19,view,2026-01-03 17:53:45.256779
user_12,item_28,view,2026-01-02 17:53:45.256784
user_82,item_46,view,2026-01-12 17:53:45.256790
user_22,item_45,click,2025-12-29 17:53:45.256796
user_4,item_3,click,2026-01-01 17:53:45.256802
user_8,item_19,click,2026-01-15 17:53:45.256808
user_56,item_10,view,2026-01-10 17:53:45.256814
user_53,item_37,purchase,2026-01-01 17:53:45.256820
user_24,item_11,view,2026-01-24 17:53:45.256826
user_79,item_25,purchase,2026-01-05 17:53:45.256832
user_31,item_32,purchase,2026-01-22 17:53:45.256838
user_30,item_30,purchase,2026-01-18 17:53:45.256844
user_59,item_17,purchase,2026-01-26 17:53:45.256850
user_60,item_19,purchase,2026-01-09 17:53:45.256856
user_21,item_5,click,2025-12-27 17:53:45.256862
user_45,item_38,click,2026-01-06 17:53:45.256868
user_55,item_45,click,2026-01-12 17:53:45.256874
user_39,item_13,click,2025-12-30 17:53:45.256880
user_62,item_7,view,2026-01-14 17:53:45.256885
user_74,item_23,purchase,2026-01-17 17:53:45.256891
user_90,item_19,view,2025-12-31 17:53:45.256897
user_85,item_26,click,2026-01-26 17:53:45.256903
user_73,item_44,purchase,2026-01-25 17:53:45.256909
user_78,item_48,click,2025-12-31 17:53:45.256915
user_37,item_50,view,2026-01-07 17:53:45.256921
user_46,item_15,purchase,2026-01-20 17:53:45.256927
user_80,item_17,purchase,2026-01-02 17:53:45.256933
user_93,item_50,purchase,2026-01-05 17:53:45.256939
user_18,item_41,view,2025-12-29 17:53:45.256946
user_81,item_42,view,2026-01-17 17:53:45.256952
user_57,item_3,purchase,2026-01-15 17:53:45.256959
user_94,item_9,view,2025-12-28 17:53:45.256965
user_38,item_21,purchase,2026-01-13 17:53:45.256971
user_23,item_13,view,2026-01-01 17:53:45.256977
user_70,item_24,purchase,2026-01-10 17:53:45.256983
user_35,item_11,click,2025-12-28 17:53:45.256989
user_62,item_19,purchase,2025-12-30 17:53:45.256995
user_44,item_8,click,2025-12-27 17:53:45.257001
user_10,item_10,view,2025-12-30 17:53:45.257007
user_87,item_47,purchase,2026-01-14 17:53:45.257013
user_72,item_24,view,2026-01-01 17:53:45.257019
user_51,item_1,click,2026-01-09 17:53:45.257025
user_16,item_30,click,2026-01-05 17:53:45.257031
user_96,item_44,click,2026-01-08 17:53:45.257037
user_49,item_41,click,2026-01-23 17:53:45.257043
user_87,item_15,click,2026-01-26 17:53:45.257048
user_80,item_36,click,2025-12-28 17:53:45.257054
user_79,item_15,purchase,2026-01-24 17:53:45.257060
user_82,item_30,purchase,2026-01-17 17:53:45.257066
user_84,item_27,view,2026-01-22 17:53:45.257072
user_6,item_3,click,2026-01-11 17:53:45.257078
user_15,item_7,view,2025-12-29 17:53:45.257084
user_69,item_9,click,2026-01-12 17:53:45.257090
user_48,item_43,purchase,2026-01-04 17:53:45.257096
user_70,item_27,purchase,2026-01-03 17:53:45.257102
user_94,item_10,click,2026-01-06 17:53:45.257108
user_13,item_32,purchase,2026-01-13 17:53:45.257114
user_36,item_3,purchase,2026-01-15 17:53:45.257120
user_28,item_29,click,2025-12-27 17:53:45.257126
user_31,item_24,view,2026-01-05 17:53:45.257132
user_48,item_35,purchase,2026-01-15 17:53:45.257138
user_8,item_26,click,2026-01-20 17:53:45.257144
user_16,item_30,view,2026-01-05 17:53:45.257150
user_28,item_42,purchase,2026-01-07 17:53:45.257155
user_3,item_4,click,2026-01-19 17:53:45.257161
user_17,item_37,view,2026-01-24 17:53:45.257167
user_98,item_36,view,2026-01-08 17:53:45.257173
user_28,item_15,click,2026-01-02 17:53:45.257179
user_19,item_39,view,2026-01-18 17:53:45.257185
user_19,item_9,purchase,2026-01-18 17:53:45.257191
user_23,item_8,purchase,2025-12-30 17:53:45.257197
user_4,item_9,view,2026-01-15 17:53:45.257202
user_31,item_38,click,2026-01-26 17:53:45.257208
user_23,item_17,view,2026-01-22 17:53:45.257214
user_95,item_27,purchase,2026-01-23 17:53:45.257221
user_96,item_5,click,2026-01-12 17:53:45.257227
user_100,item_24,purchase,2026-01-08 17:53:45.257233
user_14,item_29,purchase,2026-01-19 17:53:45.257239
user_79,item_3,purchase,2026-01-01 17:53:45.257245
user_85,item_34,click,2026-01-12 17:53:45.257251
user_83,item_2,view,2026-01-11 17:53:45.257257
user_52,item_28,purchase,2026-01-23 17:53:45.257263
user_63,item_46,click,2026-01-24 17:53:45.257268
user_11,item_21,purchase,2026-01-22 17:53:45.257274
user_9,item_9,click,2026-01-07 17:53:45.257280
user_82,item_38,purchase,2026-01-04 17:53:45.257286
user_42,item_25,purchase,2026-01-10 17:53:45.257292
user_38,item_30,purchase,2026-01-07 17:53:45.257298
user_56,item_7,purchase,2026-01-23 17:53:45.257303
user_84,item_42,purchase,2026-01-03 17:53:45.257309
user_28,item_28,click,2025-12-29 17:53:45.257315
user_30,item_27,click,2025-12-31 17:53:45.257321
user_59,item_26,click,2026-01-03 17:53:45.257327
user_13,item_21,click,2026-01-16 17:53:45.257333
user_86,item_17,click,2025-12-27 17:53:45.257339
user_20,item_44,click,2026-01-24 17:53:45.257344
user_12,item_6,view,2026-01-13 17:53:45.257350
user_13,item_48,purchase,2026-01-15 17:53:45.257356
user_17,item_36,view,2026-01-08 17:53:45.257362
user_72,item_36,click,2026-01-05 17:53:45.257368
user_16,item_27,click,2025-12-30 17:53:45.257374
user_86,item_49,click,2025-12-30 17:53:45.257380
user_93,item_4,click,2026-01-07 17:53:45.257386
user_40,item_23,view,2026-01-08 17:53:45.257392
user_65,item_14,view,2026-01-05 17:53:45.257397
user_62,item_15,view,2026-01-15 17:53:45.257403
user_72,item_24,view,2026-01-02 17:53:45.257409
user_36,item_37,view,2026-01-01 17:53:45.257415
user_55,item_36,purchase,2026-01-07 17:53:45.257421
user_87,item_42,purchase,2026-01-26 17:53:45.257427
user_78,item_43,purchase,2026-01-18 17:53:45.257433
user_4,item_12,click,2026-01-04 17:53:45.257439
user_98,item_20,click,2026-01-15 17:53:45.257445
user_1,item_12,view,2026-01-08 17:53:45.257450
user_85,item_26,view,2026-01-22 17:53:45.257456
user_95,item_41,view,2026-01-24 17:53:45.257462
user_96,item_34,view,2026-01-14 17:53:45.257468
user_54,item_30,click,2026-01-21 17:53:45.257474
user_48,item_20,purchase,2026-01-16 17:53:45.257479
user_100,item_37,purchase,2026-01-24 17:53:45.257485
user_7,item_10,view,2026-01-02 17:53:45.257491
user_80,item_4,purchase,2026-01-24 17:53:45.257497
user_35,item_29,purchase,2026-01-13 17:53:45.257503
user_63,item_39,click,2026-01-13 17:53:45.257510
user_35,item_14,purchase,2026-01-23 17:53:45.257516
user_45,item_28,view,2026-01-17 17:53:45.257521
user_87,item_44,purchase,2026-01-11 17:53:45.257527
user_68,item_43,click,2026-01-25 17:53:45.257533
user_29,item_26,purchase,2026-01-25 17:53:45.257539
user_1,item_14,click,2025-12-27 17:53:45.257545
user_28,item_50,view,2026-01-02 17:53:45.257550
user_33,item_19,click,2026-01-23 17:53:45.257556
user_1,item_32,purchase,2026-01-13 17:53:45.257562
user_23,item_9,click,2026-01-09 17:53:45.257568
user_91,item_15,purchase,2026-01-09 17:53:45.257573
user_86,item_23,view,2026-01-14 17:53:45.257579
user_95,item_3,click,2026-01-26 17:53:45.257585
user_59,item_5,click,2026-01-08 17:53:45.257591
user_55,item_37,click,2026-01-04 17:53:45.257597
user_82,item_27,click,2026-01-23 17:53:45.257603
user_52,item_2,click,2026-01-21 17:53:45.257609
user_80,item_30,purchase,2025-12-28 17:53:45.257614
user_47,item_6,click,2025-12-30 17:53:45.257620
user_14,item_16,click,2026-01-08 17:53:45.257626
user_52,item_34,view,2026-01-14 17:53:45.257632
user_40,item_48,click,2026-01-19 17:53:45.257638
user_43,item_50,view,2026-01-24 17:53:45.257644
user_66,item_41,view,2026-01-10 17:53:45.257650
user_66,item_13,click,2026-01-15 17:53:45.257656
user_94,item_42,view,2026-01-19 17:53:45.257661
user_14,item_10,click,2026-01-20 17:53:45.257667
user_23,item_39,view,2026-01-02 17:53:45.257673
user_98,item_42,view,2026-01-21 17:53:45.257679
user_99,item_41,click,2026-01-12 17:53:45.257685
user_97,item_37,purchase,2026-01-12 17:53:45.257691
user_88,item_37,purchase,2026-01-06 17:53:45.257697
user_80,item_21,purchase,2026-01-16 17:53:45.257702
user_20,item_29,view,2026-01-11 17:53:45.257708
user_57,item_41,click,2026-01-01 17:53:45.257714
user_36,item_38,view,2026-01-15 17:53:45.257720
user_65,item_5,click,2026-01-12 17:53:45.257726
user_58,item_3,view,2026-01-15 17:53:45.257732
user_37,item_5,purchase,2025-12-30 17:53:45.257737
user_12,item_40,purchase,2026-01-10 17:53:45.257744
user_50,item_30,purchase,2026-01-09 17:53:45.257749
user_95,item_3,click,2025-12-28 17:53:45.257755
user_74,item_42,view,2026-01-16 17:53:45.257761
user_78,item_31,purchase,2026-01-22 17:53:45.257767
user_8,item_29,view,2026-01-01 17:53:45.257773
user_44,item_46,view,2026-01-10 17:53:45.257779
user_83,item_12,view,2026-01-19 17:53:45.257785
user_91,item_29,click,2026-01-10 17:53:45.257791
user_67,item_40,view,2026-01-15 17:53:45.257796
user_48,item_19,click,2026-01-13 17:53:45.257802
user_100,item_22,purchase,2026-01-07 17:53:45.257808
user_7,item_41,purchase,2026-01-16 17:53:45.257814
user_9,item_22,view,2026-01-09 17:53:45.257820
user_87,item_25,click,2026-01-18 17:53:45.257825
user_93,item_43,purchase,2025-12-30 17:53:45.257832
user_20,item_22,view,2026-01-08 17:53:45.257837
user_85,item_10,click,2026-01-17 17:53:45.257843
user_84,item_45,purchase,2026-01-14 17:53:45.257849
user_17,item_39,purchase,2025-12-27 17:53:45.257855
user_11,item_20,purchase,2026-01-14 17:53:45.257861
user_83,item_22,view,2026-01-05 17:53:45.257866
user_90,item_48,purchase,2025-12-28 17:53:45.257872
user_68,item_6,purchase,2026-01-05 17:53:45.257878
user_55,item_33,click,2026-01-26 17:53:45.257884
user_47,item_20,view,2025-12-27 17:53:45.257890
user_28,item_22,click,2026-01-20 17:53:45.257899
user_29,item_9,view,2026-01-24 17:53:45.257905
user_38,item_7,purchase,2026-01-02 17:53:45.257911
user_70,item_48,purchase,2026-01-25 17:53:45.257917
user_85,item_22,purchase,2026-01-22 17:53:45.257923
user_77,item_25,view,2026-01-21 17:53:45.257929
user_24,item_45,purchase,2026-01-01 17:53:45.257935
user_22,item_47,click,2026-01-25 17:53:45.257940
user_53,item_24,purchase,2026-01-03 17:53:45.257946
user_31,item_29,purchase,2026-01-17 17:53:45.257952
user_97,item_48,click,2026-01-19 17:53:45.257958
user_69,item_16,click,2025-12-27 17:53:45.257963
user_61,item_13,click,2026-01-05 17:53:45.257969
user_74,item_29,click,2026-01-02 17:53:45.257975
user_37,item_50,click,2026-01-10 17:53:45.257981
user_68,item_27,view,2025-12-31 17:53:45.257987
user_26,item_39,view,2025-12-30 17:53:45.257992
user_33,item_4,purchase,2026-01-11 17:53:45.257998
user_48,item_36,view,2026-01-04 17:53:45.258004
user_67,item_8,click,2026-01-24 17:53:45.258010
user_98,item_11,click,2026-01-12 17:53:45.258016
user_66,item_10,click,2026-01-24 17:53:45.258022
user_29,item_29,click,2025-12-28 17:53:45.258027
user_4,item_27,view,2026-01-14 17:53:45.258033
user_65,item_24,view,2026-01-14 17:53:45.258039
user_11,item_24,view,2026-01-26 17:53:45.258045
user_41,item_7,purchase,2026-01-06 17:53:45.258051
user_43,item_10,view,2026-01-25 17:53:45.258056
user_37,item_31,purchase,2025-12-31 17:53:45.258062
user_18,item_49,purchase,2026-01-11 17:53:45.258068
user_58,item_40,view,2025-12-29 17:53:45.258074
user_11,item_2,click,2026-01-20 17:53:45.258080
user_20,item_36,purchase,2026-01-07 17:53:45.258086
user_68,item_28,view,2026-01-02 17:53:45.258091
user_37,item_16,click,2026-01-23 17:53:45.258097
user_7,item_16,click,2026-01-06 17:53:45.258103
user_80,item_30,view,2026-01-23 17:53:45.258109
user_64,item_39,purchase,2026-01-26 17:53:45.258115
user_81,item_33,purchase,2026-01-19 17:53:45.258120
user_92,item_10,click,2026-01-13 17:53:45.258126
user_1,item_40,click,2026-01-19 17:53:45.258132
user_74,item_27,view,2026-01-05 17:53:45.258138
user_86,item_6,purchase,2026-01-15 17:53:45.258144
user_9,item_34,purchase,2026-01-10 17:53:45.258155
user_65,item_36,view,2026-01-14 17:53:45.258162
user_61,item_3,purchase,2026-01-14 17:53:45.258169
user_48,item_17,purchase,2026-01-26 17:53:45.258174
user_46,item_5,click,2026-01-19 17:53:45.258180
user_94,item_43,purchase,2026-01-23 17:53:45.258185
user_99,item_38,purchase,2026-01-02 17:53:45.258191
user_43,item_9,view,2026-01-15 17:53:45.258196
user_70,item_22,purchase,2026-01-21 17:53:45.258202
user_100,item_44,click,2026-01-04 17:53:45.258207
user_62,item_41,view,2026-01-01 17:53:45.258213
