week_start_date,product_id,product_name,units_sold,price,discount_pct,revenue,region,avg_gas_price,cpi
2024-01-07,P21,Product_21,183,32.28,5,5611.878,USA,,
2024-01-07,P22,Product_22,137,19.28,10,2377.224,USA,,
2024-01-07,P23,Product_23,195,29.79,0,5809.05,USA,,
2024-01-07,P24,Product_24,195,16.92,5,3134.4300000000003,USA,,
2024-01-07,P25,Product_25,88,33.34,5,2787.224,USA,,
2024-01-07,P26,Product_26,120,38.87,0,4664.4,USA,,
2024-01-07,P27,Product_27,98,16.71,0,1637.5800000000002,USA,,
2024-01-07,P28,Product_28,155,13.7,10,1911.15,USA,,
2024-01-07,P29,Product_29,66,42.78,0,2823.48,USA,,
2024-01-07,P30,Product_30,101,7.97,15,684.2245,USA,,
2024-01-07,P31,Product_31,118,39.75,15,3986.9249999999997,USA,,
2024-01-07,P32,Product_32,71,46.94,15,2832.8289999999997,USA,,
2024-01-07,P33,Product_33,138,37.79,10,4693.518,USA,,
2024-01-07,P34,Product_34,121,47.76,5,5490.012,USA,,
2024-01-07,P35,Product_35,193,46.2,0,8916.6,USA,,
2024-01-07,P36,Product_36,164,12.51,0,2051.64,USA,,
2024-01-07,P37,Product_37,87,25.34,10,1984.122,USA,,
2024-01-07,P38,Product_38,126,21.58,15,2311.218,USA,,
2024-01-07,P39,Product_39,175,11.08,10,1745.1000000000001,USA,,
2024-01-07,P40,Product_40,88,5.97,5,499.092,USA,,
2024-01-07,P41,Product_41,119,42.22,15,4270.553,USA,,
2024-01-07,P42,Product_42,123,27.64,15,2889.762,USA,,
2024-01-07,P43,Product_43,93,29.05,15,2296.4025,USA,,
2024-01-07,P44,Product_44,144,20.96,0,3018.2400000000002,USA,,
2024-01-07,P45,Product_45,80,15.87,10,1142.6399999999999,USA,,
2024-01-07,P46,Product_46,148,48.46,10,6454.872,USA,,
2024-01-07,P47,Product_47,190,20.58,15,3323.6699999999996,USA,,
2024-01-07,P48,Product_48,111,47.75,0,5300.25,USA,,
2024-01-07,P49,Product_49,73,47.88,10,3145.7160000000003,USA,,
2024-01-07,P50,Product_50,145,19.19,5,2643.4225,USA,,
2024-01-14,P1,Product_1,138,29.48,5,3864.828,USA,,
2024-01-14,P2,Product_2,132,7.17,5,899.1179999999999,USA,,
2024-01-14,P3,Product_3,86,7.24,10,560.376,USA,,
2024-01-14,P4,Product_4,165,30.96,5,4852.9800000000005,USA,,
2024-01-14,P5,Product_5,85,40.38,10,3089.07,USA,,
2024-01-14,P6,Product_6,143,32.21,10,4145.427,USA,,
2024-01-14,P7,Product_7,130,30.86,0,4011.7999999999997,USA,,
2024-01-14,P8,Product_8,180,17.85,5,3052.3500000000004,USA,,
2024-01-14,P9,Product_9,171,38.75,0,6626.25,USA,,
2024-01-14,P10,Product_10,68,38.98,15,2253.044,USA,,
2024-01-14,P11,Product_11,96,5.21,15,425.13599999999997,USA,,
2024-01-14,P12,Product_12,162,26.03,10,3795.1740000000004,USA,,
2024-01-14,P13,Product_13,148,15.81,15,1988.8980000000001,USA,,
2024-01-14,P14,Product_14,76,10.86,10,742.824,USA,,
2024-01-14,P15,Product_15,177,12.55,5,2110.2825,USA,,
2024-01-14,P16,Product_16,61,5.45,0,332.45,USA,,
2024-01-14,P17,Product_17,192,6.44,15,1051.008,USA,,
2024-01-14,P18,Product_18,173,28.29,15,4160.0445,USA,,
2024-01-14,P19,Product_19,172,29.33,5,4792.521999999999,USA,,
2024-01-14,P20,Product_20,196,8.76,5,1631.1119999999999,USA,,
2024-01-14,P21,Product_21,102,24.97,10,2292.246,USA,,
2024-01-14,P22,Product_22,171,8.02,15,1165.7069999999999,USA,,
2024-01-14,P23,Product_23,66,8.07,15,452.727,USA,,
2024-01-14,P24,Product_24,64,7.0,0,448.0,USA,,
2024-01-14,P25,Product_25,190,28.5,5,5144.25,USA,,
2024-01-14,P26,Product_26,60,26.38,15,1345.3799999999999,USA,,
2024-01-14,P27,Product_27,183,42.75,5,7432.0875,USA,,
2024-01-14,P28,Product_28,92,29.31,5,2561.694,USA,,
2024-01-14,P29,Product_29,106,14.84,10,1415.736,USA,,
2024-01-14,P30,Product_30,167,26.61,0,4443.87,USA,,
2024-01-14,P31,Product_31,98,5.4,0,529.2,USA,,
2024-01-14,P32,Product_32,127,43.33,0,5502.91,USA,,
2024-01-14,P33,Product_33,168,32.75,0,5502.0,USA,,
2024-01-14,P34,Product_34,181,9.59,10,1562.211,USA,,
2024-01-14,P35,Product_35,126,26.47,5,3168.459,USA,,
2024-01-14,P36,Product_36,193,32.98,10,5728.625999999999,USA,,
2024-01-14,P37,Product_37,190,34.44,15,5562.0599999999995,USA,,
2024-01-14,P38,Product_38,183,38.82,0,7104.06,USA,,
2024-01-14,P39,Product_39,81,37.19,0,3012.39,USA,,
2024-01-14,P40,Product_40,74,22.68,5,1594.4039999999998,USA,,
2024-01-14,P41,Product_41,197,20.85,0,4107.450000000001,USA,,
2024-01-14,P42,Product_42,89,33.11,10,2652.111,USA,,
2024-01-14,P43,Product_43,92,43.44,10,3596.832,USA,,
2024-01-14,P44,Product_44,88,34.31,10,2717.3520000000003,USA,,
2024-01-14,P45,Product_45,55,40.98,15,1915.8149999999996,USA,,
2024-01-14,P46,Product_46,186,48.63,5,8592.921,USA,,
2024-01-14,P47,Product_47,57,19.12,5,1035.3480000000002,USA,,
2024-01-14,P48,Product_48,128,35.26,15,3836.2879999999996,USA,,
2024-01-14,P49,Product_49,127,28.07,10,3208.401,USA,,
2024-01-14,P50,Product_50,59,7.05,15,353.5575,USA,,
2024-01-21,P1,Product_1,104,48.56,15,4292.704,USA,,
2024-01-21,P2,Product_2,130,29.93,0,3890.9,USA,,
2024-01-21,P3,Product_3,196,14.14,10,2494.2960000000003,USA,,
2024-01-21,P4,Product_4,102,28.69,10,2633.742,USA,,
2024-01-21,P5,Product_5,113,21.01,10,2136.717,USA,,
2024-01-21,P6,Product_6,89,46.29,5,3913.819499999999,USA,,
2024-01-21,P7,Product_7,153,43.81,0,6702.93,USA,,
2024-01-21,P8,Product_8,156,36.09,15,4785.534000000001,USA,,
2024-01-21,P9,Product_9,141,24.89,15,2983.0665,USA,,
2024-01-21,P10,Product_10,101,26.9,10,2445.2099999999996,USA,,
2024-01-21,P11,Product_11,152,15.14,10,2071.152,USA,,
2024-01-21,P12,Product_12,55,25.56,5,1335.51,USA,,
2024-01-21,P13,Product_13,166,14.54,10,2172.276,USA,,
2024-01-21,P14,Product_14,196,18.38,10,3242.232,USA,,
2024-01-21,P15,Product_15,102,31.7,5,3071.73,USA,,
2024-01-21,P16,Product_16,171,38.74,15,5630.8589999999995,USA,,
2024-01-21,P17,Product_17,136,14.88,0,2023.68,USA,,
2024-01-21,P18,Product_18,77,30.39,15,1989.0255000000002,USA,,
2024-01-21,P19,Product_19,129,21.74,10,2524.0139999999997,USA,,
2024-01-21,P20,Product_20,61,17.02,5,986.309,USA,,
2024-01-21,P21,Product_21,65,24.29,10,1420.965,USA,,
2024-01-21,P22,Product_22,95,33.52,10,2865.96,USA,,
2024-01-21,P23,Product_23,159,25.63,0,4075.1699999999996,USA,,
2024-01-21,P24,Product_24,194,43.06,0,8353.640000000001,USA,,
2024-01-21,P25,Product_25,178,34.53,10,5531.706,USA,,
2024-01-21,P26,Product_26,169,38.09,10,5793.489000000001,USA,,
2024-01-21,P27,Product_27,76,8.0,0,608.0,USA,,
2024-01-21,P28,Product_28,138,10.1,10,1254.42,USA,,
2024-01-21,P29,Product_29,144,38.97,15,4769.928,USA,,
2024-01-21,P30,Product_30,168,42.63,15,6087.564,USA,,
2024-01-21,P31,Product_31,189,31.34,0,5923.26,USA,,
2024-01-21,P32,Product_32,118,8.88,5,995.4480000000001,USA,,
2024-01-21,P33,Product_33,90,40.08,10,3246.48,USA,,
2024-01-21,P34,Product_34,83,34.42,10,2571.174,USA,,
2024-01-21,P35,Product_35,182,37.36,10,6119.567999999999,USA,,
2024-01-21,P36,Product_36,153,32.4,5,4709.339999999999,USA,,
2024-01-21,P37,Product_37,146,47.8,5,6629.859999999999,USA,,
2024-01-21,P38,Product_38,142,40.82,15,4926.973999999999,USA,,
2024-01-21,P39,Product_39,147,32.69,0,4805.429999999999,USA,,
2024-01-21,P40,Product_40,88,36.32,10,2876.544,USA,,
2024-01-21,P41,Product_41,51,38.54,5,1867.263,USA,,
2024-01-21,P42,Product_42,163,49.99,0,8148.37,USA,,
2024-01-21,P43,Product_43,164,12.8,15,1784.3200000000002,USA,,
2024-01-21,P44,Product_44,116,41.57,10,4339.908,USA,,
2024-01-21,P45,Product_45,55,41.86,10,2072.07,USA,,
2024-01-21,P46,Product_46,122,49.21,0,6003.62,USA,,
2024-01-21,P47,Product_47,194,29.01,0,5627.9400000000005,USA,,
2024-01-21,P48,Product_48,91,45.98,5,3974.970999999999,USA,,
2024-01-21,P49,Product_49,96,7.02,0,673.92,USA,,
2024-01-21,P50,Product_50,112,42.91,5,4565.624,USA,,
2024-01-28,P1,Product_1,95,26.79,15,2163.2924999999996,USA,,
2024-01-28,P2,Product_2,107,28.49,0,3048.43,USA,,
2024-01-28,P3,Product_3,83,43.68,5,3444.1679999999997,USA,,
2024-01-28,P4,Product_4,101,36.06,15,3095.751,USA,,
2024-01-28,P5,Product_5,191,33.27,0,6354.570000000001,USA,,
2024-01-28,P6,Product_6,193,5.42,15,889.151,USA,,
2024-01-28,P7,Product_7,111,19.01,10,1899.0990000000002,USA,,
2024-01-28,P8,Product_8,80,16.13,5,1225.8799999999999,USA,,
2024-01-28,P9,Product_9,96,44.89,0,4309.4400000000005,USA,,
2024-01-28,P10,Product_10,90,46.41,10,3759.2099999999996,USA,,
2024-01-28,P11,Product_11,182,21.04,0,3829.2799999999997,USA,,
2024-01-28,P12,Product_12,199,32.32,5,6110.096,USA,,
2024-01-28,P13,Product_13,169,13.33,15,1914.8545,USA,,
2024-01-28,P14,Product_14,153,15.82,5,2299.437,USA,,
2024-01-28,P15,Product_15,119,22.96,10,2459.016,USA,,
2024-01-28,P16,Product_16,156,7.32,5,1084.824,USA,,
2024-01-28,P17,Product_17,88,40.04,0,3523.52,USA,,
2024-01-28,P18,Product_18,116,30.68,0,3558.88,USA,,
2024-01-28,P19,Product_19,66,41.76,0,2756.16,USA,,
2024-01-28,P20,Product_20,158,18.69,5,2805.3689999999997,USA,,
2024-01-28,P21,Product_21,168,37.0,10,5594.400000000001,USA,,
2024-01-28,P22,Product_22,157,8.08,5,1205.1319999999998,USA,,
2024-01-28,P23,Product_23,122,19.39,0,2365.58,USA,,
2024-01-28,P24,Product_24,147,48.78,10,6453.594,USA,,
2024-01-28,P25,Product_25,64,42.09,5,2559.072,USA,,
2024-01-28,P26,Product_26,135,35.09,10,4263.435,USA,,
2024-01-28,P27,Product_27,168,49.12,5,7839.552,USA,,
2024-01-28,P28,Product_28,177,37.85,5,6364.4775,USA,,
2024-01-28,P29,Product_29,149,25.58,5,3620.8489999999993,USA,,
2024-01-28,P30,Product_30,157,39.12,0,6141.839999999999,USA,,
2024-01-28,P31,Product_31,193,49.3,0,9514.9,USA,,
2024-01-28,P32,Product_32,120,20.24,0,2428.7999999999997,USA,,
2024-01-28,P33,Product_33,70,16.4,5,1090.6,USA,,
2024-01-28,P34,Product_34,102,5.81,10,533.3580000000001,USA,,
2024-01-28,P35,Product_35,114,44.2,15,4282.9800000000005,USA,,
2024-01-28,P36,Product_36,199,22.86,5,4321.683,USA,,
2024-01-28,P37,Product_37,88,46.95,0,4131.6,USA,,
2024-01-28,P38,Product_38,68,48.87,0,3323.16,USA,,
2024-01-28,P39,Product_39,89,46.17,15,3492.7605,USA,,
2024-01-28,P40,Product_40,87,5.24,0,455.88,USA,,
2024-01-28,P41,Product_41,148,43.67,10,5816.844,USA,,
2024-01-28,P42,Product_42,51,34.21,5,1657.4745,USA,,
2024-01-28,P43,Product_43,57,31.03,10,1591.8390000000002,USA,,
2024-01-28,P44,Product_44,93,35.23,5,3112.5705,USA,,
2024-01-28,P45,Product_45,147,43.51,10,5756.373,USA,,
2024-01-28,P46,Product_46,132,38.63,10,4589.244000000001,USA,,
2024-01-28,P47,Product_47,199,28.59,0,5689.41,USA,,
2024-01-28,P48,Product_48,187,14.62,15,2323.849,USA,,
2024-01-28,P49,Product_49,113,18.89,15,1814.3845000000001,USA,,
2024-01-28,P50,Product_50,175,14.96,15,2225.2999999999997,USA,,
2024-02-04,P1,Product_1,179,13.95,5,2372.1974999999998,USA,,
2024-02-04,P2,Product_2,118,21.97,15,2203.591,USA,,
2024-02-04,P3,Product_3,106,35.36,15,3185.9359999999997,USA,,
2024-02-04,P4,Product_4,159,8.62,5,1302.051,USA,,
2024-02-04,P5,Product_5,61,14.34,10,787.2660000000001,USA,,
2024-02-04,P6,Product_6,138,28.3,10,3514.86,USA,,
2024-02-04,P7,Product_7,55,26.32,10,1302.84,USA,,
2024-02-04,P8,Product_8,71,32.81,5,2213.0345,USA,,
2024-02-04,P9,Product_9,191,26.51,5,4810.2395,USA,,
2024-02-04,P10,Product_10,175,39.78,10,6265.35,USA,,
2024-02-04,P11,Product_11,192,47.07,5,8585.568,USA,,
2024-02-04,P12,Product_12,122,19.8,10,2174.04,USA,,
2024-02-04,P13,Product_13,51,33.98,15,1473.0329999999997,USA,,
2024-02-04,P14,Product_14,162,14.48,10,2111.184,USA,,
2024-02-04,P15,Product_15,98,38.7,15,3223.71,USA,,
2024-02-04,P16,Product_16,53,31.87,5,1604.6545,USA,,
2024-02-04,P17,Product_17,148,47.54,15,5980.532,USA,,
2024-02-04,P18,Product_18,116,20.21,5,2227.142,USA,,
2024-02-04,P19,Product_19,76,38.71,15,2500.666,USA,,
2024-02-04,P20,Product_20,181,8.7,5,1495.9649999999997,USA,,
2024-02-04,P21,Product_21,109,8.43,5,872.9264999999999,USA,,
2024-02-04,P22,Product_22,186,37.44,10,6267.455999999999,USA,,
2024-02-04,P23,Product_23,126,30.94,15,3313.674,USA,,
2024-02-04,P24,Product_24,134,37.42,10,4512.852000000001,USA,,
2024-02-04,P25,Product_25,57,30.58,0,1743.06,USA,,
2024-02-04,P26,Product_26,132,45.2,5,5668.08,USA,,
2024-02-04,P27,Product_27,134,12.97,0,1737.98,USA,,
2024-02-04,P28,Product_28,139,40.42,15,4775.623,USA,,
2024-02-04,P29,Product_29,67,28.76,15,1637.882,USA,,
2024-02-04,P30,Product_30,188,11.75,5,2098.5499999999997,USA,,
2024-02-04,P31,Product_31,57,39.16,10,2008.908,USA,,
2024-02-04,P32,Product_32,111,12.94,5,1364.523,USA,,
2024-02-04,P33,Product_33,78,46.76,15,3100.1879999999996,USA,,
2024-02-04,P34,Product_34,105,23.14,10,2186.7300000000005,USA,,
2024-02-04,P35,Product_35,142,37.26,5,5026.374,USA,,
2024-02-04,P36,Product_36,127,9.12,10,1042.416,USA,,
2024-02-04,P37,Product_37,54,15.3,5,784.89,USA,,
2024-02-04,P38,Product_38,126,28.71,10,3255.714,USA,,
2024-02-04,P39,Product_39,165,12.97,15,1819.0425,USA,,
2024-02-04,P40,Product_40,164,23.08,0,3785.12,USA,,
2024-02-04,P41,Product_41,145,5.14,10,670.77,USA,,
2024-02-04,P42,Product_42,108,15.77,15,1447.686,USA,,
2024-02-04,P43,Product_43,60,21.04,0,1262.3999999999999,USA,,
2024-02-04,P44,Product_44,59,13.04,10,692.424,USA,,
2024-02-04,P45,Product_45,117,14.06,5,1562.769,USA,,
2024-02-04,P46,Product_46,124,33.34,5,3927.4520000000007,USA,,
2024-02-04,P47,Product_47,103,6.8,5,665.38,USA,,
2024-02-04,P48,Product_48,58,31.94,10,1667.268,USA,,
2024-02-04,P49,Product_49,156,16.79,5,2488.278,USA,,
2024-02-04,P50,Product_50,64,45.72,0,2926.08,USA,,
2024-02-11,P1,Product_1,59,44.48,0,2624.3199999999997,USA,,
2024-02-11,P2,Product_2,157,40.3,5,6010.744999999999,USA,,
2024-02-11,P3,Product_3,92,34.53,0,3176.76,USA,,
2024-02-11,P4,Product_4,135,10.9,10,1324.3500000000001,USA,,
2024-02-11,P5,Product_5,186,27.71,5,4896.357,USA,,
2024-02-11,P6,Product_6,68,42.93,15,2481.354,USA,,
2024-02-11,P7,Product_7,126,46.31,5,5543.307,USA,,
2024-02-11,P8,Product_8,149,43.16,15,5466.213999999999,USA,,
2024-02-11,P9,Product_9,112,36.53,15,3477.656,USA,,
2024-02-11,P10,Product_10,82,47.7,0,3911.4,USA,,
2024-02-11,P11,Product_11,143,13.11,5,1780.9935,USA,,
2024-02-11,P12,Product_12,118,8.5,5,952.8499999999999,USA,,
2024-02-11,P13,Product_13,59,43.7,15,2191.5550000000003,USA,,
2024-02-11,P14,Product_14,70,8.83,15,525.385,USA,,
2024-02-11,P15,Product_15,142,43.68,15,5272.176,USA,,
2024-02-11,P16,Product_16,54,28.96,15,1329.2640000000001,USA,,
2024-02-11,P17,Product_17,126,45.32,10,5139.288,USA,,
2024-02-11,P18,Product_18,133,43.55,0,5792.15,USA,,
2024-02-11,P19,Product_19,124,35.76,0,4434.24,USA,,
2024-02-11,P20,Product_20,80,29.14,10,2098.08,USA,,
2024-02-11,P21,Product_21,196,47.27,10,8338.428,USA,,
2024-02-11,P22,Product_22,145,30.28,10,3951.5400000000004,USA,,
2024-02-11,P23,Product_23,163,36.9,10,5413.23,USA,,
2024-02-11,P24,Product_24,114,5.11,0,582.5400000000001,USA,,
2024-02-11,P25,Product_25,159,14.79,0,2351.6099999999997,USA,,
2024-02-11,P26,Product_26,100,40.0,10,3600.0,USA,,
2024-02-11,P27,Product_27,76,34.15,5,2465.63,USA,,
2024-02-11,P28,Product_28,68,18.99,10,1162.1879999999999,USA,,
2024-02-11,P29,Product_29,109,15.86,10,1555.866,USA,,
2024-02-11,P30,Product_30,118,49.21,15,4935.763,USA,,
2024-02-11,P31,Product_31,69,17.69,5,1159.5795,USA,,
2024-02-11,P32,Product_32,199,25.56,0,5086.44,USA,,
2024-02-11,P33,Product_33,58,32.62,10,1702.764,USA,,
2024-02-11,P34,Product_34,118,7.82,0,922.76,USA,,
2024-02-11,P35,Product_35,177,18.29,15,2751.7304999999997,USA,,
2024-02-11,P36,Product_36,139,8.26,10,1033.326,USA,,
2024-02-11,P37,Product_37,63,41.48,10,2351.9159999999997,USA,,
2024-02-11,P38,Product_38,188,16.11,15,2574.3779999999997,USA,,
2024-02-11,P39,Product_39,171,25.24,10,3884.436,USA,,
2024-02-11,P40,Product_40,117,22.55,0,2638.35,USA,,
2024-02-11,P41,Product_41,85,23.75,10,1816.875,USA,,
2024-02-11,P42,Product_42,128,40.09,15,4361.792,USA,,
2024-02-11,P43,Product_43,130,20.39,15,2253.0950000000003,USA,,
2024-02-11,P44,Product_44,56,36.47,10,1838.088,USA,,
2024-02-11,P45,Product_45,140,16.4,0,2296.0,USA,,
2024-02-11,P46,Product_46,135,24.11,15,2766.6225,USA,,
2024-02-11,P47,Product_47,171,20.99,15,3050.8964999999994,USA,,
2024-02-11,P48,Product_48,83,33.42,15,2357.781,USA,,
2024-02-11,P49,Product_49,57,27.62,5,1495.623,USA,,
2024-02-11,P50,Product_50,77,30.06,10,2083.158,USA,,
2024-02-18,P1,Product_1,150,44.39,5,6325.575,USA,,
2024-02-18,P2,Product_2,96,24.3,5,2216.16,USA,,
2024-02-18,P3,Product_3,50,34.8,5,1652.9999999999998,USA,,
2024-02-18,P4,Product_4,77,43.09,10,2986.137,USA,,
2024-02-18,P5,Product_5,199,24.2,10,4334.22,USA,,
2024-02-18,P6,Product_6,85,27.93,15,2017.9425,USA,,
2024-02-18,P7,Product_7,72,43.68,10,2830.464,USA,,
2024-02-18,P8,Product_8,92,33.51,0,3082.9199999999996,USA,,
2024-02-18,P9,Product_9,132,26.18,0,3455.7599999999998,USA,,
2024-02-18,P10,Product_10,111,47.67,10,4762.233,USA,,
2024-02-18,P11,Product_11,181,33.76,10,5499.504,USA,,
2024-02-18,P12,Product_12,65,24.26,10,1419.21,USA,,
2024-02-18,P13,Product_13,156,43.25,0,6747.0,USA,,
2024-02-18,P14,Product_14,148,31.07,15,3908.6059999999998,USA,,
2024-02-18,P15,Product_15,194,7.82,10,1365.372,USA,,
2024-02-18,P16,Product_16,137,24.02,15,2797.129,USA,,
2024-02-18,P17,Product_17,99,33.07,15,2782.8405,USA,,
2024-02-18,P18,Product_18,123,33.95,10,3758.2650000000003,USA,,
2024-02-18,P19,Product_19,62,35.08,5,2066.212,USA,,
2024-02-18,P20,Product_20,189,38.62,15,6204.302999999999,USA,,
2024-02-18,P21,Product_21,104,40.79,5,4030.0519999999997,USA,,
2024-02-18,P22,Product_22,169,6.28,15,902.122,USA,,
2024-02-18,P23,Product_23,129,15.31,15,1678.7414999999999,USA,,
2024-02-18,P24,Product_24,106,11.7,10,1116.1799999999998,USA,,
2024-02-18,P25,Product_25,198,38.2,10,6807.240000000001,USA,,
2024-02-18,P26,Product_26,117,46.44,15,4618.458,USA,,
2024-02-18,P27,Product_27,183,28.0,15,4355.4,USA,,
2024-02-18,P28,Product_28,74,7.92,15,498.168,USA,,
2024-02-18,P29,Product_29,101,28.25,15,2425.2625,USA,,
2024-02-18,P30,Product_30,170,13.12,10,2007.3600000000001,USA,,
2024-02-18,P31,Product_31,166,9.53,5,1502.8809999999996,USA,,
2024-02-18,P32,Product_32,119,42.14,10,4513.194,USA,,
2024-02-18,P33,Product_33,89,14.74,10,1180.6740000000002,USA,,
2024-02-18,P34,Product_34,74,11.79,15,741.5909999999999,USA,,
2024-02-18,P35,Product_35,51,11.4,5,552.3299999999999,USA,,
2024-02-18,P36,Product_36,67,20.08,15,1143.5559999999998,USA,,
2024-02-18,P37,Product_37,125,36.61,0,4576.25,USA,,
2024-02-18,P38,Product_38,140,5.25,10,661.5,USA,,
2024-02-18,P39,Product_39,165,38.71,15,5429.0775,USA,,
2024-02-18,P40,Product_40,129,27.66,10,3211.326,USA,,
2024-02-18,P41,Product_41,137,9.92,15,1155.184,USA,,
2024-02-18,P42,Product_42,142,27.5,5,3709.75,USA,,
2024-02-18,P43,Product_43,124,11.46,10,1278.9360000000001,USA,,
2024-02-18,P44,Product_44,106,22.96,0,2433.76,USA,,
2024-02-18,P45,Product_45,126,13.51,10,1532.034,USA,,
2024-02-18,P46,Product_46,112,32.39,0,3627.6800000000003,USA,,
2024-02-18,P47,Product_47,78,22.46,0,1751.88,USA,,
2024-02-18,P48,Product_48,147,47.49,15,5933.8755,USA,,
2024-02-18,P49,Product_49,144,31.3,5,4281.839999999999,USA,,
2024-02-18,P50,Product_50,102,20.42,0,2082.84,USA,,
2024-02-25,P1,Product_1,159,39.24,10,5615.244000000001,USA,,
2024-02-25,P2,Product_2,60,18.11,10,977.9399999999999,USA,,
2024-02-25,P3,Product_3,153,48.12,5,6994.241999999999,USA,,
2024-02-25,P4,Product_4,55,38.63,15,1805.9525,USA,,
2024-02-25,P5,Product_5,92,20.71,0,1905.3200000000002,USA,,
